0.0660613,4.14161e-11,0
0.118043,1.15728e-08,0
0.871374,1,1
0.808482,0.999997,1
0.913235,1,1
0.959773,1,1
0.9519,1,1
0.971592,1,1
0.813033,0.999997,1
0.233777,2.61811e-05,0
0.284525,0.000173999,0
0.977225,1,1
0.336136,0.00204961,0
0.899653,1,1
0.0161241,1.33496e-16,0
0.65185,0.995438,1
0.00281559,2.39738e-23,0
0.956939,1,1
0.014864,6.43322e-17,0
0.0443414,9.99414e-13,0
0.0319512,5.25799e-14,0
0.981826,1,1
0.946944,1,1
0.0161241,1.33496e-16,0
0.812369,0.999997,1
0.616864,0.975754,1
0.447345,0.0909009,0
0.377429,0.00716023,0
0.788555,0.99999,1
0.153621,2.23712e-07,0
0.853222,1,1
0.377429,0.00716023,0
0.495244,0.417675,0
0.707434,0.999549,1
0.76763,0.999959,1
0.0691023,8.31913e-11,0
0.900689,1,1
0.983112,1,1
0.816146,0.999997,1
0.980966,1,1
0.761812,0.999961,1
0.930047,1,1
0.897868,1,1
0.948723,1,1
0.985543,1,1
0.0443414,9.99414e-13,0
0.0180048,3.59751e-16,0
0.00115345,8.91513e-27,0
0.0157914,1.10712e-16,0
0.140978,9.9186e-08,0
0.959279,1,1
0.00115345,8.91513e-27,0
0.0770212,1.78341e-10,0
0.206099,5.84187e-06,0
0.00305745,4.97486e-23,0
0.178289,8.25333e-07,0
0.0408696,6.178e-13,0
0.983112,1,1
0.990558,1,1
0.397038,0.0147447,0
0.415431,0.0393992,0
0.772113,0.999968,1
0.255714,7.10225e-05,0
0.826875,0.999998,1
0.153184,1.83737e-07,0
0.193264,2.59598e-06,0
0.0192145,4.92506e-16,0
0.495244,0.417675,0
0.996222,1,1
0.411841,0.025108,0
0.988116,1,1
0.0747854,1.34578e-10,0
0.00115345,8.91513e-27,0
0.362237,0.00438958,0
0.0992142,2.0695e-09,0
0.558268,0.839614,1
0.0599306,2.43124e-11,0
0.444496,0.0772251,0
0.0244344,4.3127e-15,0
0.0320004,5.00453e-14,0
0.32173,0.00124056,0
0.815281,0.999997,1
0.821883,0.999999,1
0.724037,0.999682,1
0.0090299,7.48108e-19,0
0.397038,0.0147447,0
0.956701,1,1
0.545001,0.775554,1
0.0260613,1.12839e-14,0
0.935171,1,1
0.785877,0.999989,1
0.761423,0.999961,1
0.718052,0.999619,1
0.0892341,9.65364e-10,0
0.411841,0.025108,1
0.00213468,2.06596e-24,0
0.703915,0.999282,1
0.986956,1,1
0.540156,0.733841,1
0.836862,0.999999,1
0.951365,1,1
0.0518981,4.30356e-12,0
0.724744,0.999721,1
0.397038,0.0147447,0
0.981826,1,1
0.434034,0.0779544,0
0.856625,1,1
0.835768,0.999999,1
0.354292,0.00460054,0
0.107341,6.77667e-09,0
0.196076,3.41819e-06,0
0.0747854,1.34578e-10,0
0.476845,0.230875,1
0.929768,1,1
0.980777,1,1
0.202394,3.4972e-06,0
0.0612959,2.80581e-11,0
0.0747854,1.34578e-10,0
0.945977,1,1
0.957506,1,1
0.949872,1,1
0.942266,1,1
0.0166002,1.73364e-16,0
0.0727276,1.43761e-10,0
0.170937,7.57628e-07,0
